ID,LICENSE ID,ACCOUNT NUMBER,SITE NUMBER,LEGAL NAME,DOING BUSINESS AS NAME,ADDRESS,CITY,STATE,ZIP CODE,WARD,PRECINCT,POLICE DISTRICT,LICENSE CODE,LICENSE DESCRIPTION,LICENSE NUMBER,APPLICATION TYPE,APPLICATION CREATED DATE,APPLICATION REQUIREMENTS COMPLETE,PAYMENT DATE,CONDITIONAL APPROVAL,LICENSE TERM START DATE,LICENSE TERM EXPIRATION DATE,LICENSE APPROVED FOR ISSUANCE,DATE ISSUED,LICENSE STATUS,LICENSE STATUS CHANGE DATE,SSA,LATITUDE,LONGITUDE,LOCATION
141-20060216,1650308,14,1,NICK KAKETSIS,KILDARE LIQUORS,4300 W LAWRENCE AVE,CHICAGO,IL,60630,39,7,17,1475,Consumption on Premises - Incidental Activity,141,RENEW,,12/21/2005,02/06/2006,N,02/16/2006,02/15/2007,02/06/2006,02/07/2006,AAI,,,41.968267042,-87.735498348,"(41.96826704228533, -87.73549834843345)"
139-20040516,1404381,14,1,NICK KAKETSIS,KILDARE LIQUORS,4300 W LAWRENCE AVE,CHICAGO,IL,60630,39,7,17,1006,Retail Food Establishment,139,RENEW,,03/17/2004,05/03/2004,N,05/16/2004,02/15/2005,05/06/2004,05/07/2004,AAI,,,41.968267042,-87.735498348,"(41.96826704228533, -87.73549834843345)"
139-20071216,1870390,14,1,NICK KAKETSIS,KILDARE LIQUORS,4300 W LAWRENCE AVE,CHICAGO,IL,60630,39,7,17,1006,Retail Food Establishment,139,RENEW,,10/24/2007,12/14/2007,N,12/16/2007,12/15/2009,12/14/2007,12/17/2007,AAI,,,41.968267042,-87.735498348,"(41.96826704228533, -87.73549834843345)"
139-20060216,1650309,14,1,NICK KAKETSIS,KILDARE LIQUORS,4300 W LAWRENCE AVE,CHICAGO,IL,60630,39,7,17,1006,Retail Food Establishment,139,RENEW,,12/21/2005,02/06/2006,N,02/16/2006,02/15/2007,02/06/2006,02/07/2006,AAI,,,41.968267042,-87.735498348,"(41.96826704228533, -87.73549834843345)"
141-20020516,1228685,14,1,NICK KAKETSIS,KILDARE LIQUORS,4300 W LAWRENCE AVE,CHICAGO,IL,60630,39,7,17,1475,Consumption on Premises - Incidental Activity,141,RENEW,03/27/2002,05/07/2002,05/07/2002,N,05/16/2002,11/15/2002,05/07/2002,05/08/2002,AAI,,,41.968267042,-87.735498348,"(41.96826704228533, -87.73549834843345)"
141-20031116,1404380,14,1,NICK KAKETSIS,KILDARE LIQUORS,4300 W LAWRENCE AVE,CHICAGO,IL,60630,39,7,17,1475,Consumption on Premises - Incidental Activity,141,RENEW,,09/26/2003,11/03/2003,N,11/16/2003,02/15/2004,11/10/2003,11/12/2003,AAI,,,41.968267042,-87.735498348,"(41.96826704228533, -87.73549834843345)"
142-20040516,1404382,14,1,NICK KAKETSIS,KILDARE LIQUORS,4300 W LAWRENCE AVE,CHICAGO,IL,60630,39,7,17,1781,Tobacco Retail Over Counter,142,RENEW,,03/17/2004,05/03/2004,N,05/16/2004,02/15/2005,05/03/2004,05/04/2004,AAI,,,41.968267042,-87.735498348,"(41.96826704228533, -87.73549834843345)"
140-20021116,1278043,14,1,NICK KAKETSIS,KILDARE LIQUORS,4300 W LAWRENCE AVE,CHICAGO,IL,60630,39,7,17,1474,Package Goods,140,RENEW,09/24/2002,10/25/2002,10/21/2002,N,11/16/2002,05/15/2003,10/25/2002,10/28/2002,AAI,,,41.968267042,-87.735498348,"(41.96826704228533, -87.73549834843345)"
139-20030516,1337947,14,1,NICK KAKETSIS,KILDARE LIQUORS,4300 W LAWRENCE AVE,CHICAGO,IL,60630,39,7,17,1006,Retail Food Establishment,139,RENEW,03/25/2003,05/01/2003,05/02/2003,N,05/16/2003,05/15/2004,05/02/2003,06/10/2003,AAI,,,41.968267042,-87.735498348,"(41.96826704228533, -87.73549834843345)"
140-20031116,1404379,14,1,NICK KAKETSIS,KILDARE LIQUORS,4300 W LAWRENCE AVE,CHICAGO,IL,60630,39,7,17,1474,Package Goods,140,RENEW,,09/26/2003,11/03/2003,N,11/16/2003,02/15/2004,11/10/2003,11/12/2003,AAI,,,41.968267042,-87.735498348,"(41.96826704228533, -87.73549834843345)"
142-20071216,1870389,14,1,NICK KAKETSIS,KILDARE LIQUORS,4300 W LAWRENCE AVE,CHICAGO,IL,60630,39,7,17,1781,Tobacco Retail Over Counter,142,RENEW,,10/24/2007,12/14/2007,N,12/16/2007,12/15/2009,12/14/2007,12/17/2007,AAI,,,41.968267042,-87.735498348,"(41.96826704228533, -87.73549834843345)"
141-20070216,1772700,14,1,NICK KAKETSIS,KILDARE LIQUORS,4300 W LAWRENCE AVE,CHICAGO,IL,60630,39,7,17,1475,Consumption on Premises - Incidental Activity,141,RENEW,,12/20/2006,02/05/2007,N,02/16/2007,12/15/2007,02/15/2007,02/16/2007,AAI,,,41.968267042,-87.735498348,"(41.96826704228533, -87.73549834843345)"
141-20091216,1999216,14,1,NICK KAKETSIS,KILDARE LIQUORS,4300 W LAWRENCE AVE,CHICAGO,IL,60630,39,7,17,1475,Consumption on Premises - Incidental Activity,141,RENEW,,10/14/2009,12/07/2009,N,12/16/2009,12/15/2011,12/07/2009,12/14/2009,AAI,,,41.968267042,-87.735498348,"(41.96826704228533, -87.73549834843345)"
139-20091216,1999217,14,1,NICK KAKETSIS,KILDARE LIQUORS,4300 W LAWRENCE AVE,CHICAGO,IL,60630,39,7,17,1006,Retail Food Establishment,139,RENEW,,10/14/2009,12/07/2009,N,12/16/2009,12/15/2011,12/07/2009,12/14/2009,AAI,,,41.968267042,-87.735498348,"(41.96826704228533, -87.73549834843345)"
140-20050216,1548516,14,1,NICK KAKETSIS,KILDARE LIQUORS,4300 W LAWRENCE AVE,CHICAGO,IL,60630,39,7,17,1474,Package Goods,140,RENEW,,12/20/2004,01/24/2005,N,02/16/2005,02/15/2006,01/27/2005,01/28/2005,AAI,,,41.968267042,-87.735498348,"(41.96826704228533, -87.73549834843345)"
140-20020516,1228683,14,1,NICK KAKETSIS,KILDARE LIQUORS,4300 W LAWRENCE AVE,CHICAGO,IL,60630,39,7,17,1474,Package Goods,140,RENEW,03/27/2002,05/07/2002,05/07/2002,N,05/16/2002,11/15/2002,05/07/2002,05/08/2002,AAI,,,41.968267042,-87.735498348,"(41.96826704228533, -87.73549834843345)"
139-20070216,1772702,14,1,NICK KAKETSIS,KILDARE LIQUORS,4300 W LAWRENCE AVE,CHICAGO,IL,60630,39,7,17,1006,Retail Food Establishment,139,RENEW,,12/20/2006,02/05/2007,N,02/16/2007,12/15/2007,02/05/2007,02/06/2007,AAI,,,41.968267042,-87.735498348,"(41.96826704228533, -87.73549834843345)"
139-20020516,1228684,14,1,NICK KAKETSIS,KILDARE LIQUORS,4300 W LAWRENCE AVE,CHICAGO,IL,60630,39,7,17,1006,Retail Food Establishment,139,RENEW,03/27/2002,05/07/2002,05/07/2002,N,05/16/2002,05/15/2003,05/07/2002,05/08/2002,AAI,,,41.968267042,-87.735498348,"(41.96826704228533, -87.73549834843345)"
140-20040216,1448341,14,1,NICK KAKETSIS,KILDARE LIQUORS,4300 W LAWRENCE AVE,CHICAGO,IL,60630,39,7,17,1474,Package Goods,140,RENEW,,12/15/2003,01/26/2004,N,02/16/2004,02/15/2005,12/22/2003,02/23/2004,AAI,,,41.968267042,-87.735498348,"(41.96826704228533, -87.73549834843345)"
141-20030516,1337948,14,1,NICK KAKETSIS,KILDARE LIQUORS,4300 W LAWRENCE AVE,CHICAGO,IL,60630,39,7,17,1475,Consumption on Premises - Incidental Activity,141,RENEW,03/25/2003,05/01/2003,05/02/2003,N,05/16/2003,11/15/2003,05/02/2003,06/10/2003,AAI,,,41.968267042,-87.735498348,"(41.96826704228533, -87.73549834843345)"
141-20040216,1448342,14,1,NICK KAKETSIS,KILDARE LIQUORS,4300 W LAWRENCE AVE,CHICAGO,IL,60630,39,7,17,1475,Consumption on Premises - Incidental Activity,141,RENEW,,12/15/2003,01/26/2004,N,02/16/2004,02/15/2005,12/22/2003,02/20/2004,AAI,,,41.968267042,-87.735498348,"(41.96826704228533, -87.73549834843345)"
142-20091216,1999218,14,1,NICK KAKETSIS,KILDARE LIQUORS,4300 W LAWRENCE AVE,CHICAGO,IL,60630,39,7,17,1781,Tobacco Retail Over Counter,142,RENEW,,10/14/2009,12/07/2009,N,12/16/2009,12/15/2011,12/07/2009,12/14/2009,AAI,,,41.968267042,-87.735498348,"(41.96826704228533, -87.73549834843345)"
139-20050216,1548513,14,1,NICK KAKETSIS,KILDARE LIQUORS,4300 W LAWRENCE AVE,CHICAGO,IL,60630,39,7,17,1006,Retail Food Establishment,139,RENEW,,12/20/2004,01/24/2005,N,02/16/2005,02/15/2006,01/24/2005,01/25/2005,AAI,,,41.968267042,-87.735498348,"(41.96826704228533, -87.73549834843345)"
142-20060216,1650310,14,1,NICK KAKETSIS,KILDARE LIQUORS,4300 W LAWRENCE AVE,CHICAGO,IL,60630,39,7,17,1781,Tobacco Retail Over Counter,142,RENEW,,12/21/2005,02/06/2006,N,02/16/2006,02/15/2007,02/06/2006,02/07/2006,AAI,,,41.968267042,-87.735498348,"(41.96826704228533, -87.73549834843345)"
142-20020516,1228682,14,1,NICK KAKETSIS,KILDARE LIQUORS,4300 W LAWRENCE AVE,CHICAGO,IL,60630,39,7,17,1781,Tobacco Retail Over Counter,142,RENEW,03/27/2002,05/07/2002,05/07/2002,N,05/16/2002,05/15/2003,05/07/2002,05/08/2002,AAI,,,41.968267042,-87.735498348,"(41.96826704228533, -87.73549834843345)"
140-20030516,1337949,14,1,NICK KAKETSIS,KILDARE LIQUORS,4300 W LAWRENCE AVE,CHICAGO,IL,60630,39,7,17,1474,Package Goods,140,RENEW,03/25/2003,05/01/2003,05/02/2003,N,05/16/2003,11/15/2003,05/02/2003,06/10/2003,AAI,,,41.968267042,-87.735498348,"(41.96826704228533, -87.73549834843345)"
140-20091216,1999215,14,1,NICK KAKETSIS,KILDARE LIQUORS,4300 W LAWRENCE AVE,CHICAGO,IL,60630,39,7,17,1474,Package Goods,140,RENEW,,10/14/2009,12/07/2009,N,12/16/2009,12/15/2011,12/07/2009,12/14/2009,AAI,,,41.968267042,-87.735498348,"(41.96826704228533, -87.73549834843345)"
142-20070216,1772701,14,1,NICK KAKETSIS,KILDARE LIQUORS,4300 W LAWRENCE AVE,CHICAGO,IL,60630,39,7,17,1781,Tobacco Retail Over Counter,142,RENEW,,12/20/2006,02/05/2007,N,02/16/2007,12/15/2007,02/05/2007,02/06/2007,AAI,,,41.968267042,-87.735498348,"(41.96826704228533, -87.73549834843345)"
142-20050216,1548514,14,1,NICK KAKETSIS,KILDARE LIQUORS,4300 W LAWRENCE AVE,CHICAGO,IL,60630,39,7,17,1781,Tobacco Retail Over Counter,142,RENEW,,12/20/2004,01/24/2005,N,02/16/2005,02/15/2006,01/24/2005,01/25/2005,AAI,,,41.968267042,-87.735498348,"(41.96826704228533, -87.73549834843345)"
141-20071216,1870388,14,1,NICK KAKETSIS,KILDARE LIQUORS,4300 W LAWRENCE AVE,CHICAGO,IL,60630,39,7,17,1475,Consumption on Premises - Incidental Activity,141,RENEW,,10/24/2007,12/14/2007,N,12/16/2007,12/15/2009,12/14/2007,12/17/2007,AAI,,,41.968267042,-87.735498348,"(41.96826704228533, -87.73549834843345)"
141-20021116,1278042,14,1,NICK KAKETSIS,KILDARE LIQUORS,4300 W LAWRENCE AVE,CHICAGO,IL,60630,39,7,17,1475,Consumption on Premises - Incidental Activity,141,RENEW,09/24/2002,10/25/2002,10/21/2002,N,11/16/2002,05/15/2003,10/25/2002,10/28/2002,AAI,,,41.968267042,-87.735498348,"(41.96826704228533, -87.73549834843345)"
141-20050216,1548515,14,1,NICK KAKETSIS,KILDARE LIQUORS,4300 W LAWRENCE AVE,CHICAGO,IL,60630,39,7,17,1475,Consumption on Premises - Incidental Activity,141,RENEW,,12/20/2004,01/24/2005,N,02/16/2005,02/15/2006,07/25/2005,07/28/2005,AAI,,,41.968267042,-87.735498348,"(41.96826704228533, -87.73549834843345)"
140-20070216,1772699,14,1,NICK KAKETSIS,KILDARE LIQUORS,4300 W LAWRENCE AVE,CHICAGO,IL,60630,39,7,17,1474,Package Goods,140,RENEW,,12/20/2006,02/05/2007,N,02/16/2007,12/15/2007,02/15/2007,02/16/2007,AAI,,,41.968267042,-87.735498348,"(41.96826704228533, -87.73549834843345)"
140-20071216,1870387,14,1,NICK KAKETSIS,KILDARE LIQUORS,4300 W LAWRENCE AVE,CHICAGO,IL,60630,39,7,17,1474,Package Goods,140,RENEW,,10/24/2007,12/14/2007,N,12/16/2007,12/15/2009,12/14/2007,12/17/2007,AAI,,,41.968267042,-87.735498348,"(41.96826704228533, -87.73549834843345)"
142-20030516,1337946,14,1,NICK KAKETSIS,KILDARE LIQUORS,4300 W LAWRENCE AVE,CHICAGO,IL,60630,39,7,17,1781,Tobacco Retail Over Counter,142,RENEW,03/25/2003,05/01/2003,05/02/2003,N,05/16/2003,05/15/2004,05/02/2003,06/10/2003,AAI,,,41.968267042,-87.735498348,"(41.96826704228533, -87.73549834843345)"
140-20060216,1650307,14,1,NICK KAKETSIS,KILDARE LIQUORS,4300 W LAWRENCE AVE,CHICAGO,IL,60630,39,7,17,1474,Package Goods,140,RENEW,,12/21/2005,02/06/2006,N,02/16/2006,02/15/2007,02/06/2006,02/07/2006,AAI,,,41.968267042,-87.735498348,"(41.96826704228533, -87.73549834843345)"
144-20020516,1228688,15,2,GEORGE BOZIC,GEORGE BOZIC,1964 W LAWRENCE AVE,CHICAGO,IL,60640,47,36,20,1010,Limited Business License,144,RENEW,03/27/2002,05/07/2002,05/07/2002,N,05/16/2002,05/15/2003,05/07/2002,05/08/2002,AAI,,31,41.96887204,-87.678719528,"(41.968872040025246, -87.6787195279009)"
145-20030516,1337952,15,2,GEORGE BOZIC,GEORGE BOZIC,1964 W LAWRENCE AVE,CHICAGO,IL,60640,47,36,20,1474,Package Goods,145,RENEW,03/25/2003,05/12/2003,05/12/2003,N,05/16/2003,11/15/2003,05/12/2003,08/05/2003,AAI,,31,41.96887204,-87.678719528,"(41.968872040025246, -87.6787195279009)"
144-20030516,1337951,15,2,GEORGE BOZIC,GEORGE BOZIC,1964 W LAWRENCE AVE,CHICAGO,IL,60640,47,36,20,1010,Limited Business License,144,RENEW,03/25/2003,05/12/2003,05/12/2003,N,05/16/2003,05/15/2004,05/12/2003,08/05/2003,AAI,,31,41.96887204,-87.678719528,"(41.968872040025246, -87.6787195279009)"
143-20020516,1228686,15,2,GEORGE BOZIC,GEORGE BOZIC,1964 W LAWRENCE AVE,CHICAGO,IL,60640,47,36,20,1006,Retail Food Establishment,143,RENEW,03/27/2002,05/07/2002,05/07/2002,N,05/16/2002,05/15/2003,05/07/2002,05/08/2002,AAI,,31,41.96887204,-87.678719528,"(41.968872040025246, -87.6787195279009)"
143-20030516,1337950,15,2,GEORGE BOZIC,GEORGE BOZIC,1964 W LAWRENCE AVE,CHICAGO,IL,60640,47,36,20,1006,Retail Food Establishment,143,RENEW,03/25/2003,05/12/2003,05/12/2003,N,05/16/2003,05/15/2004,05/12/2003,08/05/2003,AAI,,31,41.96887204,-87.678719528,"(41.968872040025246, -87.6787195279009)"
145-20021116,1278044,15,2,GEORGE BOZIC,GEORGE BOZIC,1964 W LAWRENCE AVE,CHICAGO,IL,60640,47,36,20,1474,Package Goods,145,RENEW,09/24/2002,11/04/2002,11/04/2002,N,11/16/2002,05/15/2003,11/04/2002,01/17/2003,AAI,,31,41.96887204,-87.678719528,"(41.968872040025246, -87.6787195279009)"
145-20020516,1228687,15,2,GEORGE BOZIC,GEORGE BOZIC,1964 W LAWRENCE AVE,CHICAGO,IL,60640,47,36,20,1474,Package Goods,145,RENEW,03/27/2002,05/07/2002,05/07/2002,N,05/16/2002,11/15/2002,05/07/2002,05/08/2002,AAI,,31,41.96887204,-87.678719528,"(41.968872040025246, -87.6787195279009)"
147-20040816,1496268,16,1,"DIBRIZZI, INC.",Islands,3854-3856 N ASHLAND AVE,CHICAGO,IL,60613,47,50,19,1006,Retail Food Establishment,147,RENEW,,06/30/2004,08/13/2004,N,08/16/2004,08/15/2005,08/13/2004,08/16/2004,AAI,,,41.952259234,-87.669144346,"(41.9522592339718, -87.6691443461995)"
147-20050816,1598406,16,1,"DIBRIZZI, INC.",Islands,3854-3856 N ASHLAND AVE,CHICAGO,IL,60613,47,50,19,1006,Retail Food Establishment,147,RENEW,,06/21/2005,11/17/2005,N,08/16/2005,08/15/2006,11/17/2005,11/18/2005,AAI,,,41.952259234,-87.669144346,"(41.9522592339718, -87.6691443461995)"
148-20040816,1496267,16,1,"DIBRIZZI, INC.",Islands,3854-3856 N ASHLAND AVE,CHICAGO,IL,60613,47,50,19,1475,Consumption on Premises - Incidental Activity,148,RENEW,,06/30/2004,08/13/2004,N,08/16/2004,08/15/2005,08/16/2004,08/17/2004,AAI,,,41.952259234,-87.669144346,"(41.9522592339718, -87.6691443461995)"
148-20021116,1278045,16,1,"DIBRIZZI, INC.",Islands,3854-3856 N ASHLAND AVE,CHICAGO,IL,60613,47,50,19,1475,Consumption on Premises - Incidental Activity,148,RENEW,09/24/2002,10/30/2002,10/30/2002,N,11/16/2002,05/15/2003,10/30/2002,10/31/2002,AAI,,,41.952259234,-87.669144346,"(41.9522592339718, -87.6691443461995)"
147-20020516,1228689,16,1,"DIBRIZZI, INC.",Islands,3854-3856 N ASHLAND AVE,CHICAGO,IL,60613,47,50,19,1006,Retail Food Establishment,147,RENEW,03/27/2002,04/25/2002,04/25/2002,N,05/16/2002,05/15/2003,04/25/2002,04/26/2002,AAI,,,41.952259234,-87.669144346,"(41.9522592339718, -87.6691443461995)"
147-20030516,1337953,16,1,"DIBRIZZI, INC.",Islands,3854-3856 N ASHLAND AVE,CHICAGO,IL,60613,47,50,19,1006,Retail Food Establishment,147,RENEW,03/25/2003,04/14/2003,04/14/2003,N,05/16/2003,05/15/2004,04/14/2003,04/15/2003,AAI,,,41.952259234,-87.669144346,"(41.9522592339718, -87.6691443461995)"
147-20040516,1404387,16,1,"DIBRIZZI, INC.",Islands,3854-3856 N ASHLAND AVE,CHICAGO,IL,60613,47,50,19,1006,Retail Food Establishment,147,RENEW,,03/17/2004,06/08/2004,N,05/16/2004,08/15/2004,06/10/2004,06/11/2004,AAI,,,41.952259234,-87.669144346,"(41.9522592339718, -87.6691443461995)"
148-20031116,1404386,16,1,"DIBRIZZI, INC.",Islands,3854-3856 N ASHLAND AVE,CHICAGO,IL,60613,47,50,19,1475,Consumption on Premises - Incidental Activity,148,RENEW,,09/26/2003,11/10/2003,N,11/16/2003,08/15/2004,11/21/2003,11/21/2003,AAI,,,41.952259234,-87.669144346,"(41.9522592339718, -87.6691443461995)"
148-20050816,1598407,16,1,"DIBRIZZI, INC.",Islands,3854-3856 N ASHLAND AVE,CHICAGO,IL,60613,47,50,19,1475,Consumption on Premises - Incidental Activity,148,RENEW,,06/21/2005,11/17/2005,N,08/16/2005,08/15/2006,11/17/2005,11/18/2005,AAI,,,41.952259234,-87.669144346,"(41.9522592339718, -87.6691443461995)"
148-20020516,1228690,16,1,"DIBRIZZI, INC.",Islands,3854-3856 N ASHLAND AVE,CHICAGO,IL,60613,47,50,19,1475,Consumption on Premises - Incidental Activity,148,RENEW,03/27/2002,04/25/2002,04/25/2002,N,05/16/2002,11/15/2002,04/26/2002,04/29/2002,AAI,,,41.952259234,-87.669144346,"(41.9522592339718, -87.6691443461995)"
148-20030516,1337954,16,1,"DIBRIZZI, INC.",Islands,3854-3856 N ASHLAND AVE,CHICAGO,IL,60613,47,50,19,1475,Consumption on Premises - Incidental Activity,148,RENEW,03/25/2003,04/14/2003,04/14/2003,N,05/16/2003,11/15/2003,04/14/2003,04/15/2003,AAI,,,41.952259234,-87.669144346,"(41.9522592339718, -87.6691443461995)"
149-20030516,1337955,17,1,"THOMAS J. FOX ENTERPRISES, INC.",FOX'S BEVERLY PUB,9956 S WESTERN AVE,CHICAGO,IL,60643,19,53,22,1006,Retail Food Establishment,149,RENEW,03/25/2003,04/11/2003,04/11/2003,N,05/16/2003,05/15/2004,04/11/2003,04/14/2003,AAI,,20,41.712012133,-87.681935408,"(41.71201213322909, -87.68193540843004)"
149-20050816,1598408,17,1,"THOMAS J. FOX ENTERPRISES, INC.",FOX'S BEVERLY PUB,9956 S WESTERN AVE,CHICAGO,IL,60643,19,53,22,1006,Retail Food Establishment,149,RENEW,,06/21/2005,07/27/2005,N,08/16/2005,08/15/2006,07/27/2005,07/28/2005,AAI,,20,41.712012133,-87.681935408,"(41.71201213322909, -87.68193540843004)"
149-20110716,2094598,17,1,"THOMAS J. FOX ENTERPRISES, INC.",FOX'S BEVERLY PUB,9956 S WESTERN AVE,CHICAGO,IL,60643,19,53,22,1006,Retail Food Establishment,149,RENEW,,05/16/2011,07/07/2011,N,07/16/2011,07/15/2013,07/07/2011,07/07/2011,AAI,,20,41.712012133,-87.681935408,"(41.71201213322909, -87.68193540843004)"
150-20021116,1278046,17,1,"THOMAS J. FOX ENTERPRISES, INC.",FOX'S BEVERLY PUB,9956 S WESTERN AVE,CHICAGO,IL,60643,19,53,22,1475,Consumption on Premises - Incidental Activity,150,RENEW,09/24/2002,10/18/2002,10/25/2002,N,11/16/2002,05/15/2003,10/25/2002,10/28/2002,AAI,,20,41.712012133,-87.681935408,"(41.71201213322909, -87.68193540843004)"
150-20060816,1719277,17,1,"THOMAS J. FOX ENTERPRISES, INC.",FOX'S BEVERLY PUB,9956 S WESTERN AVE,CHICAGO,IL,60643,19,53,22,1475,Consumption on Premises - Incidental Activity,150,RENEW,,06/21/2006,07/24/2006,N,08/16/2006,08/15/2007,07/24/2006,07/25/2006,AAI,,20,41.712012133,-87.681935408,"(41.71201213322909, -87.68193540843004)"
150-20031116,1404388,17,1,"THOMAS J. FOX ENTERPRISES, INC.",FOX'S BEVERLY PUB,9956 S WESTERN AVE,CHICAGO,IL,60643,19,53,22,1475,Consumption on Premises - Incidental Activity,150,RENEW,,09/26/2003,10/23/2003,N,11/16/2003,08/15/2004,12/12/2003,12/15/2003,AAI,,20,41.712012133,-87.681935408,"(41.71201213322909, -87.68193540843004)"
150-20070816,1823909,17,1,"THOMAS J. FOX ENTERPRISES, INC.",FOX'S BEVERLY PUB,9956 S WESTERN AVE,CHICAGO,IL,60643,19,53,22,1475,Consumption on Premises - Incidental Activity,150,RENEW,,06/21/2007,07/22/2007,N,08/16/2007,07/15/2009,07/23/2007,07/24/2007,AAI,,20,41.712012133,-87.681935408,"(41.71201213322909, -87.68193540843004)"
149-20040816,1496270,17,1,"THOMAS J. FOX ENTERPRISES, INC.",FOX'S BEVERLY PUB,9956 S WESTERN AVE,CHICAGO,IL,60643,19,53,22,1006,Retail Food Establishment,149,RENEW,,06/30/2004,07/21/2004,N,08/16/2004,08/15/2005,07/21/2004,07/22/2004,AAI,,20,41.712012133,-87.681935408,"(41.71201213322909, -87.68193540843004)"
150-20150716,2398995,17,1,"THOMAS J. FOX ENTERPRISES, INC.",FOX'S BEVERLY PUB,9956 S WESTERN AVE,CHICAGO,IL,60643,19,53,22,1475,Consumption on Premises - Incidental Activity,150,RENEW,,05/15/2015,06/17/2015,N,07/16/2015,07/15/2017,06/17/2015,06/18/2015,AAI,,20,41.712012133,-87.681935408,"(41.71201213322909, -87.68193540843004)"
149-20060816,1719276,17,1,"THOMAS J. FOX ENTERPRISES, INC.",FOX'S BEVERLY PUB,9956 S WESTERN AVE,CHICAGO,IL,60643,19,53,22,1006,Retail Food Establishment,149,RENEW,,06/21/2006,07/24/2006,N,08/16/2006,08/15/2007,07/24/2006,07/25/2006,AAI,,20,41.712012133,-87.681935408,"(41.71201213322909, -87.68193540843004)"
150-20090716,1970526,17,1,"THOMAS J. FOX ENTERPRISES, INC.",FOX'S BEVERLY PUB,9956 S WESTERN AVE,CHICAGO,IL,60643,19,53,22,1475,Consumption on Premises - Incidental Activity,150,RENEW,,05/15/2009,07/06/2009,N,07/16/2009,07/15/2011,07/06/2009,07/07/2009,AAI,,20,41.712012133,-87.681935408,"(41.71201213322909, -87.68193540843004)"
149-20150716,2398994,17,1,"THOMAS J. FOX ENTERPRISES, INC.",FOX'S BEVERLY PUB,9956 S WESTERN AVE,CHICAGO,IL,60643,19,53,22,1006,Retail Food Establishment,149,RENEW,,05/15/2015,06/17/2015,N,07/16/2015,07/15/2017,06/17/2015,06/18/2015,AAI,,20,41.712012133,-87.681935408,"(41.71201213322909, -87.68193540843004)"
150-20130716,2256743,17,1,"THOMAS J. FOX ENTERPRISES, INC.",FOX'S BEVERLY PUB,9956 S WESTERN AVE,CHICAGO,IL,60643,19,53,22,1475,Consumption on Premises - Incidental Activity,150,RENEW,,05/15/2013,07/01/2013,N,07/16/2013,07/15/2015,07/01/2013,07/02/2013,AAI,,20,41.712012133,-87.681935408,"(41.71201213322909, -87.68193540843004)"
150-20030516,1337956,17,1,"THOMAS J. FOX ENTERPRISES, INC.",FOX'S BEVERLY PUB,9956 S WESTERN AVE,CHICAGO,IL,60643,19,53,22,1475,Consumption on Premises - Incidental Activity,150,RENEW,03/25/2003,04/11/2003,04/11/2003,N,05/16/2003,11/15/2003,04/11/2003,04/14/2003,AAI,,20,41.712012133,-87.681935408,"(41.71201213322909, -87.68193540843004)"
149-20040516,1404389,17,1,"THOMAS J. FOX ENTERPRISES, INC.",FOX'S BEVERLY PUB,9956 S WESTERN AVE,CHICAGO,IL,60643,19,53,22,1006,Retail Food Establishment,149,RENEW,,03/17/2004,04/21/2004,N,05/16/2004,08/15/2004,04/26/2004,04/27/2004,AAI,,20,41.712012133,-87.681935408,"(41.71201213322909, -87.68193540843004)"
149-20090716,1970525,17,1,"THOMAS J. FOX ENTERPRISES, INC.",FOX'S BEVERLY PUB,9956 S WESTERN AVE,CHICAGO,IL,60643,19,53,22,1006,Retail Food Establishment,149,RENEW,,05/15/2009,07/06/2009,N,07/16/2009,07/15/2011,07/06/2009,07/07/2009,AAI,,20,41.712012133,-87.681935408,"(41.71201213322909, -87.68193540843004)"
150-20020516,1228692,17,1,"THOMAS J. FOX ENTERPRISES, INC.",FOX'S BEVERLY PUB,9956 S WESTERN AVE,CHICAGO,IL,60643,19,53,22,1475,Consumption on Premises - Incidental Activity,150,RENEW,03/27/2002,05/02/2002,05/02/2002,N,05/16/2002,11/15/2002,05/02/2002,05/07/2002,AAI,,20,41.712012133,-87.681935408,"(41.71201213322909, -87.68193540843004)"
149-20020516,1228691,17,1,"THOMAS J. FOX ENTERPRISES, INC.",FOX'S BEVERLY PUB,9956 S WESTERN AVE,CHICAGO,IL,60643,19,53,22,1006,Retail Food Establishment,149,RENEW,03/27/2002,05/02/2002,05/02/2002,N,05/16/2002,05/15/2003,05/02/2002,05/07/2002,AAI,,20,41.712012133,-87.681935408,"(41.71201213322909, -87.68193540843004)"
149-20130716,2256742,17,1,"THOMAS J. FOX ENTERPRISES, INC.",FOX'S BEVERLY PUB,9956 S WESTERN AVE,CHICAGO,IL,60643,19,53,22,1006,Retail Food Establishment,149,RENEW,,05/15/2013,07/01/2013,N,07/16/2013,07/15/2015,07/01/2013,07/02/2013,AAI,,20,41.712012133,-87.681935408,"(41.71201213322909, -87.68193540843004)"
150-20110716,2094599,17,1,"THOMAS J. FOX ENTERPRISES, INC.",FOX'S BEVERLY PUB,9956 S WESTERN AVE,CHICAGO,IL,60643,19,53,22,1475,Consumption on Premises - Incidental Activity,150,RENEW,,05/16/2011,07/07/2011,N,07/16/2011,07/15/2013,07/07/2011,07/07/2011,AAI,,20,41.712012133,-87.681935408,"(41.71201213322909, -87.68193540843004)"
