ID,LICENSE ID,ACCOUNT NUMBER,SITE NUMBER,LEGAL NAME,DOING BUSINESS AS NAME,ADDRESS,CITY,STATE,ZIP CODE,WARD,PRECINCT,POLICE DISTRICT,LICENSE CODE,LICENSE DESCRIPTION,LICENSE NUMBER,APPLICATION TYPE,APPLICATION CREATED DATE,APPLICATION REQUIREMENTS COMPLETE,PAYMENT DATE,CONDITIONAL APPROVAL,LICENSE TERM START DATE,LICENSE TERM EXPIRATION DATE,LICENSE APPROVED FOR ISSUANCE,DATE ISSUED,LICENSE STATUS,LICENSE STATUS CHANGE DATE,SSA,LATITUDE,LONGITUDE,LOCATION
142-20030516,1337946,14,1,NICK KAKETSIS,KILDARE LIQUORS,4300 W LAWRENCE AVE,CHICAGO,IL,60630,39,7,17,1781,Tobacco Retail Over Counter,142,RENEW,03/25/2003,05/01/2003,05/02/2003,N,05/16/2003,05/15/2004,05/02/2003,06/10/2003,AAI,,,41.968267042,-87.735498348,"(41.96826704228533, -87.73549834843345)"
140-20060216,1650307,14,1,NICK KAKETSIS,KILDARE LIQUORS,4300 W LAWRENCE AVE,CHICAGO,IL,60630,39,7,17,1474,Package Goods,140,RENEW,,12/21/2005,02/06/2006,N,02/16/2006,02/15/2007,02/06/2006,02/07/2006,AAI,,,41.968267042,-87.735498348,"(41.96826704228533, -87.73549834843345)"
144-20020516,1228688,15,2,GEORGE BOZIC,GEORGE BOZIC,1964 W LAWRENCE AVE,CHICAGO,IL,60640,47,36,20,1010,Limited Business License,144,RENEW,03/27/2002,05/07/2002,05/07/2002,N,05/16/2002,05/15/2003,05/07/2002,05/08/2002,AAI,,31,41.96887204,-87.678719528,"(41.968872040025246, -87.6787195279009)"
145-20030516,1337952,15,2,GEORGE BOZIC,GEORGE BOZIC,1964 W LAWRENCE AVE,CHICAGO,IL,60640,47,36,20,1474,Package Goods,145,RENEW,03/25/2003,05/12/2003,05/12/2003,N,05/16/2003,11/15/2003,05/12/2003,08/05/2003,AAI,,31,41.96887204,-87.678719528,"(41.968872040025246, -87.6787195279009)"
144-20030516,1337951,15,2,GEORGE BOZIC,GEORGE BOZIC,1964 W LAWRENCE AVE,CHICAGO,IL,60640,47,36,20,1010,Limited Business License,144,RENEW,03/25/2003,05/12/2003,05/12/2003,N,05/16/2003,05/15/2004,05/12/2003,08/05/2003,AAI,,31,41.96887204,-87.678719528,"(41.968872040025246, -87.6787195279009)"
143-20020516,1228686,15,2,GEORGE BOZIC,GEORGE BOZIC,1964 W LAWRENCE AVE,CHICAGO,IL,60640,47,36,20,1006,Retail Food Establishment,143,RENEW,03/27/2002,05/07/2002,05/07/2002,N,05/16/2002,05/15/2003,05/07/2002,05/08/2002,AAI,,31,41.96887204,-87.678719528,"(41.968872040025246, -87.6787195279009)"
143-20030516,1337950,15,2,GEORGE BOZIC,GEORGE BOZIC,1964 W LAWRENCE AVE,CHICAGO,IL,60640,47,36,20,1006,Retail Food Establishment,143,RENEW,03/25/2003,05/12/2003,05/12/2003,N,05/16/2003,05/15/2004,05/12/2003,08/05/2003,AAI,,31,41.96887204,-87.678719528,"(41.968872040025246, -87.6787195279009)"
145-20021116,1278044,15,2,GEORGE BOZIC,GEORGE BOZIC,1964 W LAWRENCE AVE,CHICAGO,IL,60640,47,36,20,1474,Package Goods,145,RENEW,09/24/2002,11/04/2002,11/04/2002,N,11/16/2002,05/15/2003,11/04/2002,01/17/2003,AAI,,31,41.96887204,-87.678719528,"(41.968872040025246, -87.6787195279009)"
145-20020516,1228687,15,2,GEORGE BOZIC,GEORGE BOZIC,1964 W LAWRENCE AVE,CHICAGO,IL,60640,47,36,20,1474,Package Goods,145,RENEW,03/27/2002,05/07/2002,05/07/2002,N,05/16/2002,11/15/2002,05/07/2002,05/08/2002,AAI,,31,41.96887204,-87.678719528,"(41.968872040025246, -87.6787195279009)"
147-20040816,1496268,16,1,"DIBRIZZI, INC.",Islands,3854-3856 N ASHLAND AVE,CHICAGO,IL,60613,47,50,19,1006,Retail Food Establishment,147,RENEW,,06/30/2004,08/13/2004,N,08/16/2004,08/15/2005,08/13/2004,08/16/2004,AAI,,,41.952259234,-87.669144346,"(41.9522592339718, -87.6691443461995)"
147-20050816,1598406,16,1,"DIBRIZZI, INC.",Islands,3854-3856 N ASHLAND AVE,CHICAGO,IL,60613,47,50,19,1006,Retail Food Establishment,147,RENEW,,06/21/2005,11/17/2005,N,08/16/2005,08/15/2006,11/17/2005,11/18/2005,AAI,,,41.952259234,-87.669144346,"(41.9522592339718, -87.6691443461995)"
148-20040816,1496267,16,1,"DIBRIZZI, INC.",Islands,3854-3856 N ASHLAND AVE,CHICAGO,IL,60613,47,50,19,1475,Consumption on Premises - Incidental Activity,148,RENEW,,06/30/2004,08/13/2004,N,08/16/2004,08/15/2005,08/16/2004,08/17/2004,AAI,,,41.952259234,-87.669144346,"(41.9522592339718, -87.6691443461995)"
148-20021116,1278045,16,1,"DIBRIZZI, INC.",Islands,3854-3856 N ASHLAND AVE,CHICAGO,IL,60613,47,50,19,1475,Consumption on Premises - Incidental Activity,148,RENEW,09/24/2002,10/30/2002,10/30/2002,N,11/16/2002,05/15/2003,10/30/2002,10/31/2002,AAI,,,41.952259234,-87.669144346,"(41.9522592339718, -87.6691443461995)"
147-20020516,1228689,16,1,"DIBRIZZI, INC.",Islands,3854-3856 N ASHLAND AVE,CHICAGO,IL,60613,47,50,19,1006,Retail Food Establishment,147,RENEW,03/27/2002,04/25/2002,04/25/2002,N,05/16/2002,05/15/2003,04/25/2002,04/26/2002,AAI,,,41.952259234,-87.669144346,"(41.9522592339718, -87.6691443461995)"
147-20030516,1337953,16,1,"DIBRIZZI, INC.",Islands,3854-3856 N ASHLAND AVE,CHICAGO,IL,60613,47,50,19,1006,Retail Food Establishment,147,RENEW,03/25/2003,04/14/2003,04/14/2003,N,05/16/2003,05/15/2004,04/14/2003,04/15/2003,AAI,,,41.952259234,-87.669144346,"(41.9522592339718, -87.6691443461995)"
147-20040516,1404387,16,1,"DIBRIZZI, INC.",Islands,3854-3856 N ASHLAND AVE,CHICAGO,IL,60613,47,50,19,1006,Retail Food Establishment,147,RENEW,,03/17/2004,06/08/2004,N,05/16/2004,08/15/2004,06/10/2004,06/11/2004,AAI,,,41.952259234,-87.669144346,"(41.9522592339718, -87.6691443461995)"
148-20031116,1404386,16,1,"DIBRIZZI, INC.",Islands,3854-3856 N ASHLAND AVE,CHICAGO,IL,60613,47,50,19,1475,Consumption on Premises - Incidental Activity,148,RENEW,,09/26/2003,11/10/2003,N,11/16/2003,08/15/2004,11/21/2003,11/21/2003,AAI,,,41.952259234,-87.669144346,"(41.9522592339718, -87.6691443461995)"
148-20050816,1598407,16,1,"DIBRIZZI, INC.",Islands,3854-3856 N ASHLAND AVE,CHICAGO,IL,60613,47,50,19,1475,Consumption on Premises - Incidental Activity,148,RENEW,,06/21/2005,11/17/2005,N,08/16/2005,08/15/2006,11/17/2005,11/18/2005,AAI,,,41.952259234,-87.669144346,"(41.9522592339718, -87.6691443461995)"
148-20020516,1228690,16,1,"DIBRIZZI, INC.",Islands,3854-3856 N ASHLAND AVE,CHICAGO,IL,60613,47,50,19,1475,Consumption on Premises - Incidental Activity,148,RENEW,03/27/2002,04/25/2002,04/25/2002,N,05/16/2002,11/15/2002,04/26/2002,04/29/2002,AAI,,,41.952259234,-87.669144346,"(41.9522592339718, -87.6691443461995)"
148-20030516,1337954,16,1,"DIBRIZZI, INC.",Islands,3854-3856 N ASHLAND AVE,CHICAGO,IL,60613,47,50,19,1475,Consumption on Premises - Incidental Activity,148,RENEW,03/25/2003,04/14/2003,04/14/2003,N,05/16/2003,11/15/2003,04/14/2003,04/15/2003,AAI,,,41.952259234,-87.669144346,"(41.9522592339718, -87.6691443461995)"
149-20030516,1337955,17,1,"THOMAS J. FOX ENTERPRISES, INC.",FOX'S BEVERLY PUB,9956 S WESTERN AVE,CHICAGO,IL,60643,19,53,22,1006,Retail Food Establishment,149,RENEW,03/25/2003,04/11/2003,04/11/2003,N,05/16/2003,05/15/2004,04/11/2003,04/14/2003,AAI,,20,41.712012133,-87.681935408,"(41.71201213322909, -87.68193540843004)"
149-20050816,1598408,17,1,"THOMAS J. FOX ENTERPRISES, INC.",FOX'S BEVERLY PUB,9956 S WESTERN AVE,CHICAGO,IL,60643,19,53,22,1006,Retail Food Establishment,149,RENEW,,06/21/2005,07/27/2005,N,08/16/2005,08/15/2006,07/27/2005,07/28/2005,AAI,,20,41.712012133,-87.681935408,"(41.71201213322909, -87.68193540843004)"
149-20110716,2094598,17,1,"THOMAS J. FOX ENTERPRISES, INC.",FOX'S BEVERLY PUB,9956 S WESTERN AVE,CHICAGO,IL,60643,19,53,22,1006,Retail Food Establishment,149,RENEW,,05/16/2011,07/07/2011,N,07/16/2011,07/15/2013,07/07/2011,07/07/2011,AAI,,20,41.712012133,-87.681935408,"(41.71201213322909, -87.68193540843004)"
150-20021116,1278046,17,1,"THOMAS J. FOX ENTERPRISES, INC.",FOX'S BEVERLY PUB,9956 S WESTERN AVE,CHICAGO,IL,60643,19,53,22,1475,Consumption on Premises - Incidental Activity,150,RENEW,09/24/2002,10/18/2002,10/25/2002,N,11/16/2002,05/15/2003,10/25/2002,10/28/2002,AAI,,20,41.712012133,-87.681935408,"(41.71201213322909, -87.68193540843004)"
150-20060816,1719277,17,1,"THOMAS J. FOX ENTERPRISES, INC.",FOX'S BEVERLY PUB,9956 S WESTERN AVE,CHICAGO,IL,60643,19,53,22,1475,Consumption on Premises - Incidental Activity,150,RENEW,,06/21/2006,07/24/2006,N,08/16/2006,08/15/2007,07/24/2006,07/25/2006,AAI,,20,41.712012133,-87.681935408,"(41.71201213322909, -87.68193540843004)"
150-20031116,1404388,17,1,"THOMAS J. FOX ENTERPRISES, INC.",FOX'S BEVERLY PUB,9956 S WESTERN AVE,CHICAGO,IL,60643,19,53,22,1475,Consumption on Premises - Incidental Activity,150,RENEW,,09/26/2003,10/23/2003,N,11/16/2003,08/15/2004,12/12/2003,12/15/2003,AAI,,20,41.712012133,-87.681935408,"(41.71201213322909, -87.68193540843004)"
150-20070816,1823909,17,1,"THOMAS J. FOX ENTERPRISES, INC.",FOX'S BEVERLY PUB,9956 S WESTERN AVE,CHICAGO,IL,60643,19,53,22,1475,Consumption on Premises - Incidental Activity,150,RENEW,,06/21/2007,07/22/2007,N,08/16/2007,07/15/2009,07/23/2007,07/24/2007,AAI,,20,41.712012133,-87.681935408,"(41.71201213322909, -87.68193540843004)"
149-20040816,1496270,17,1,"THOMAS J. FOX ENTERPRISES, INC.",FOX'S BEVERLY PUB,9956 S WESTERN AVE,CHICAGO,IL,60643,19,53,22,1006,Retail Food Establishment,149,RENEW,,06/30/2004,07/21/2004,N,08/16/2004,08/15/2005,07/21/2004,07/22/2004,AAI,,20,41.712012133,-87.681935408,"(41.71201213322909, -87.68193540843004)"
150-20150716,2398995,17,1,"THOMAS J. FOX ENTERPRISES, INC.",FOX'S BEVERLY PUB,9956 S WESTERN AVE,CHICAGO,IL,60643,19,53,22,1475,Consumption on Premises - Incidental Activity,150,RENEW,,05/15/2015,06/17/2015,N,07/16/2015,07/15/2017,06/17/2015,06/18/2015,AAI,,20,41.712012133,-87.681935408,"(41.71201213322909, -87.68193540843004)"
149-20060816,1719276,17,1,"THOMAS J. FOX ENTERPRISES, INC.",FOX'S BEVERLY PUB,9956 S WESTERN AVE,CHICAGO,IL,60643,19,53,22,1006,Retail Food Establishment,149,RENEW,,06/21/2006,07/24/2006,N,08/16/2006,08/15/2007,07/24/2006,07/25/2006,AAI,,20,41.712012133,-87.681935408,"(41.71201213322909, -87.68193540843004)"
150-20090716,1970526,17,1,"THOMAS J. FOX ENTERPRISES, INC.",FOX'S BEVERLY PUB,9956 S WESTERN AVE,CHICAGO,IL,60643,19,53,22,1475,Consumption on Premises - Incidental Activity,150,RENEW,,05/15/2009,07/06/2009,N,07/16/2009,07/15/2011,07/06/2009,07/07/2009,AAI,,20,41.712012133,-87.681935408,"(41.71201213322909, -87.68193540843004)"
149-20150716,2398994,17,1,"THOMAS J. FOX ENTERPRISES, INC.",FOX'S BEVERLY PUB,9956 S WESTERN AVE,CHICAGO,IL,60643,19,53,22,1006,Retail Food Establishment,149,RENEW,,05/15/2015,06/17/2015,N,07/16/2015,07/15/2017,06/17/2015,06/18/2015,AAI,,20,41.712012133,-87.681935408,"(41.71201213322909, -87.68193540843004)"
150-20130716,2256743,17,1,"THOMAS J. FOX ENTERPRISES, INC.",FOX'S BEVERLY PUB,9956 S WESTERN AVE,CHICAGO,IL,60643,19,53,22,1475,Consumption on Premises - Incidental Activity,150,RENEW,,05/15/2013,07/01/2013,N,07/16/2013,07/15/2015,07/01/2013,07/02/2013,AAI,,20,41.712012133,-87.681935408,"(41.71201213322909, -87.68193540843004)"
150-20030516,1337956,17,1,"THOMAS J. FOX ENTERPRISES, INC.",FOX'S BEVERLY PUB,9956 S WESTERN AVE,CHICAGO,IL,60643,19,53,22,1475,Consumption on Premises - Incidental Activity,150,RENEW,03/25/2003,04/11/2003,04/11/2003,N,05/16/2003,11/15/2003,04/11/2003,04/14/2003,AAI,,20,41.712012133,-87.681935408,"(41.71201213322909, -87.68193540843004)"
149-20040516,1404389,17,1,"THOMAS J. FOX ENTERPRISES, INC.",FOX'S BEVERLY PUB,9956 S WESTERN AVE,CHICAGO,IL,60643,19,53,22,1006,Retail Food Establishment,149,RENEW,,03/17/2004,04/21/2004,N,05/16/2004,08/15/2004,04/26/2004,04/27/2004,AAI,,20,41.712012133,-87.681935408,"(41.71201213322909, -87.68193540843004)"
149-20090716,1970525,17,1,"THOMAS J. FOX ENTERPRISES, INC.",FOX'S BEVERLY PUB,9956 S WESTERN AVE,CHICAGO,IL,60643,19,53,22,1006,Retail Food Establishment,149,RENEW,,05/15/2009,07/06/2009,N,07/16/2009,07/15/2011,07/06/2009,07/07/2009,AAI,,20,41.712012133,-87.681935408,"(41.71201213322909, -87.68193540843004)"
150-20020516,1228692,17,1,"THOMAS J. FOX ENTERPRISES, INC.",FOX'S BEVERLY PUB,9956 S WESTERN AVE,CHICAGO,IL,60643,19,53,22,1475,Consumption on Premises - Incidental Activity,150,RENEW,03/27/2002,05/02/2002,05/02/2002,N,05/16/2002,11/15/2002,05/02/2002,05/07/2002,AAI,,20,41.712012133,-87.681935408,"(41.71201213322909, -87.68193540843004)"
149-20020516,1228691,17,1,"THOMAS J. FOX ENTERPRISES, INC.",FOX'S BEVERLY PUB,9956 S WESTERN AVE,CHICAGO,IL,60643,19,53,22,1006,Retail Food Establishment,149,RENEW,03/27/2002,05/02/2002,05/02/2002,N,05/16/2002,05/15/2003,05/02/2002,05/07/2002,AAI,,20,41.712012133,-87.681935408,"(41.71201213322909, -87.68193540843004)"
149-20130716,2256742,17,1,"THOMAS J. FOX ENTERPRISES, INC.",FOX'S BEVERLY PUB,9956 S WESTERN AVE,CHICAGO,IL,60643,19,53,22,1006,Retail Food Establishment,149,RENEW,,05/15/2013,07/01/2013,N,07/16/2013,07/15/2015,07/01/2013,07/02/2013,AAI,,20,41.712012133,-87.681935408,"(41.71201213322909, -87.68193540843004)"
150-20110716,2094599,17,1,"THOMAS J. FOX ENTERPRISES, INC.",FOX'S BEVERLY PUB,9956 S WESTERN AVE,CHICAGO,IL,60643,19,53,22,1475,Consumption on Premises - Incidental Activity,150,RENEW,,05/16/2011,07/07/2011,N,07/16/2011,07/15/2013,07/07/2011,07/07/2011,AAI,,20,41.712012133,-87.681935408,"(41.71201213322909, -87.68193540843004)"
149-20070816,1823908,17,1,"THOMAS J. FOX ENTERPRISES, INC.",FOX'S BEVERLY PUB,9956 S WESTERN AVE,CHICAGO,IL,60643,19,53,22,1006,Retail Food Establishment,149,RENEW,,06/21/2007,07/22/2007,N,08/16/2007,07/15/2009,07/23/2007,07/24/2007,AAI,,20,41.712012133,-87.681935408,"(41.71201213322909, -87.68193540843004)"
150-20040816,1496269,17,1,"THOMAS J. FOX ENTERPRISES, INC.",FOX'S BEVERLY PUB,9956 S WESTERN AVE,CHICAGO,IL,60643,19,53,22,1475,Consumption on Premises - Incidental Activity,150,RENEW,,06/30/2004,07/21/2004,N,08/16/2004,08/15/2005,07/21/2004,07/22/2004,AAI,,20,41.712012133,-87.681935408,"(41.71201213322909, -87.68193540843004)"
150-20050816,1598409,17,1,"THOMAS J. FOX ENTERPRISES, INC.",FOX'S BEVERLY PUB,9956 S WESTERN AVE,CHICAGO,IL,60643,19,53,22,1475,Consumption on Premises - Incidental Activity,150,RENEW,,06/21/2005,07/27/2005,N,08/16/2005,08/15/2006,07/27/2005,07/28/2005,AAI,,20,41.712012133,-87.681935408,"(41.71201213322909, -87.68193540843004)"
159-20050516,1579997,19,1,ALBERT L ROMPZA,BURWOOD TAP,724 W WRIGHTWOOD AVE,CHICAGO,IL,60614,43,6,19,1470,Tavern,159,RENEW,,03/23/2005,05/09/2005,N,05/16/2005,05/15/2006,05/12/2005,05/31/2005,AAI,,,41.929205191,-87.647522487,"(41.92920519052382, -87.64752248718568)"
158-20050516,1579998,19,1,ALBERT L ROMPZA,BURWOOD TAP,724 W WRIGHTWOOD AVE,CHICAGO,IL,60614,43,6,19,1006,Retail Food Establishment,158,RENEW,,03/23/2005,05/09/2005,N,05/16/2005,05/15/2006,05/09/2005,05/31/2005,AAI,,,41.929205191,-87.647522487,"(41.92920519052382, -87.64752248718568)"
160-20030516,1337959,19,1,ALBERT L ROMPZA,BURWOOD TAP,724 W WRIGHTWOOD AVE,CHICAGO,IL,60614,43,6,19,1781,Tobacco Retail Over Counter,160,RENEW,03/25/2003,05/06/2003,05/06/2003,N,05/16/2003,05/15/2004,05/07/2003,05/19/2003,AAI,,,41.929205191,-87.647522487,"(41.92920519052382, -87.64752248718568)"
160-20020516,1228694,19,1,ALBERT L ROMPZA,BURWOOD TAP,724 W WRIGHTWOOD AVE,CHICAGO,IL,60614,43,6,19,1781,Tobacco Retail Over Counter,160,RENEW,03/27/2002,05/09/2002,05/13/2002,N,05/16/2002,05/15/2003,05/13/2002,06/14/2002,AAI,,,41.929205191,-87.647522487,"(41.92920519052382, -87.64752248718568)"
159-20070516,1804633,19,1,ALBERT L ROMPZA,BURWOOD TAP,724 W WRIGHTWOOD AVE,CHICAGO,IL,60614,43,6,19,1470,Tavern,159,RENEW,,03/23/2007,05/02/2007,N,05/16/2007,04/15/2009,05/02/2007,05/09/2007,AAI,,,41.929205191,-87.647522487,"(41.92920519052382, -87.64752248718568)"
158-20130416,2235073,19,1,ALBERT L ROMPZA,BURWOOD TAP,724 W WRIGHTWOOD AVE,CHICAGO,IL,60614,43,6,19,1006,Retail Food Establishment,158,RENEW,,02/27/2013,04/06/2013,N,04/16/2013,04/15/2015,04/06/2013,04/08/2013,AAI,,,41.929205191,-87.647522487,"(41.92920519052382, -87.64752248718568)"
2048658-20100723,2048658,19,3,ALBERT L ROMPZA,Albert Rompza,2500 N LINCOLN AVE,CHICAGO,IL,60614,43,2,19,1476,Special Event Beer and Wine,2048658,ISSUE,07/23/2010,07/23/2010,07/23/2010,N,07/23/2010,07/25/2010,07/23/2010,07/23/2010,AAI,,35,41.927197634,-87.651423124,"(41.927197634314304, -87.65142312393108)"
158-20110416,2080000,19,1,ALBERT L ROMPZA,BURWOOD TAP,724 W WRIGHTWOOD AVE,CHICAGO,IL,60614,43,6,19,1006,Retail Food Establishment,158,RENEW,,02/15/2011,04/14/2011,N,04/16/2011,04/15/2013,04/14/2011,04/15/2011,AAI,,,41.929205191,-87.647522487,"(41.92920519052382, -87.64752248718568)"
158-20060516,1682615,19,1,ALBERT L ROMPZA,BURWOOD TAP,724 W WRIGHTWOOD AVE,CHICAGO,IL,60614,43,6,19,1006,Retail Food Establishment,158,RENEW,,03/27/2006,05/07/2006,N,05/16/2006,05/15/2007,05/08/2006,05/09/2006,AAI,,,41.929205191,-87.647522487,"(41.92920519052382, -87.64752248718568)"
160-20110416,2080001,19,1,ALBERT L ROMPZA,BURWOOD TAP,724 W WRIGHTWOOD AVE,CHICAGO,IL,60614,43,6,19,1781,Tobacco Retail Over Counter,160,RENEW,,02/15/2011,04/14/2011,N,04/16/2011,04/15/2013,04/14/2011,04/15/2011,AAI,,,41.929205191,-87.647522487,"(41.92920519052382, -87.64752248718568)"
160-20050516,1579999,19,1,ALBERT L ROMPZA,BURWOOD TAP,724 W WRIGHTWOOD AVE,CHICAGO,IL,60614,43,6,19,1781,Tobacco Retail Over Counter,160,RENEW,,03/23/2005,05/09/2005,N,05/16/2005,05/15/2006,05/09/2005,05/31/2005,AAI,,,41.929205191,-87.647522487,"(41.92920519052382, -87.64752248718568)"
158-20090416,1954947,19,1,ALBERT L ROMPZA,BURWOOD TAP,724 W WRIGHTWOOD AVE,CHICAGO,IL,60614,43,6,19,1006,Retail Food Establishment,158,RENEW,,02/17/2009,04/14/2009,N,04/16/2009,04/15/2011,04/14/2009,04/15/2009,AAI,,,41.929205191,-87.647522487,"(41.92920519052382, -87.64752248718568)"
160-20040516,1480078,19,1,ALBERT L ROMPZA,BURWOOD TAP,724 W WRIGHTWOOD AVE,CHICAGO,IL,60614,43,6,19,1781,Tobacco Retail Over Counter,160,RENEW,,03/17/2004,05/13/2004,N,05/16/2004,05/15/2005,05/13/2004,05/14/2004,AAI,,,41.929205191,-87.647522487,"(41.92920519052382, -87.64752248718568)"
159-20031116,1404390,19,1,ALBERT L ROMPZA,BURWOOD TAP,724 W WRIGHTWOOD AVE,CHICAGO,IL,60614,43,6,19,1470,Tavern,159,RENEW,,09/26/2003,11/03/2003,N,11/16/2003,05/15/2004,11/18/2003,11/19/2003,AAI,,,41.929205191,-87.647522487,"(41.92920519052382, -87.64752248718568)"
159-20021116,1278047,19,1,ALBERT L ROMPZA,BURWOOD TAP,724 W WRIGHTWOOD AVE,CHICAGO,IL,60614,43,6,19,1470,Tavern,159,RENEW,09/24/2002,11/05/2002,11/06/2002,N,11/16/2002,05/15/2003,11/06/2002,11/07/2002,AAI,,,41.929205191,-87.647522487,"(41.92920519052382, -87.64752248718568)"
160-20130416,2235072,19,1,ALBERT L ROMPZA,BURWOOD TAP,724 W WRIGHTWOOD AVE,CHICAGO,IL,60614,43,6,19,1781,Tobacco Retail Over Counter,160,RENEW,,02/27/2013,04/06/2013,N,04/16/2013,04/15/2015,04/06/2013,04/08/2013,AAI,,,41.929205191,-87.647522487,"(41.92920519052382, -87.64752248718568)"
158-20020516,1228693,19,1,ALBERT L ROMPZA,BURWOOD TAP,724 W WRIGHTWOOD AVE,CHICAGO,IL,60614,43,6,19,1006,Retail Food Establishment,158,RENEW,03/27/2002,05/09/2002,05/13/2002,N,05/16/2002,05/15/2003,05/13/2002,06/14/2002,AAI,,,41.929205191,-87.647522487,"(41.92920519052382, -87.64752248718568)"
159-20030516,1337958,19,1,ALBERT L ROMPZA,BURWOOD TAP,724 W WRIGHTWOOD AVE,CHICAGO,IL,60614,43,6,19,1470,Tavern,159,RENEW,03/25/2003,05/06/2003,05/06/2003,N,05/16/2003,11/15/2003,05/07/2003,05/19/2003,AAI,,,41.929205191,-87.647522487,"(41.92920519052382, -87.64752248718568)"
159-20060516,1682614,19,1,ALBERT L ROMPZA,BURWOOD TAP,724 W WRIGHTWOOD AVE,CHICAGO,IL,60614,43,6,19,1470,Tavern,159,RENEW,,03/27/2006,05/07/2006,N,05/16/2006,05/15/2007,05/09/2006,05/09/2006,AAI,,,41.929205191,-87.647522487,"(41.92920519052382, -87.64752248718568)"
158-20070516,1804634,19,1,ALBERT L ROMPZA,BURWOOD TAP,724 W WRIGHTWOOD AVE,CHICAGO,IL,60614,43,6,19,1006,Retail Food Establishment,158,RENEW,,03/23/2007,05/02/2007,N,05/16/2007,04/15/2009,05/02/2007,05/09/2007,AAI,,,41.929205191,-87.647522487,"(41.92920519052382, -87.64752248718568)"
159-20020516,1228695,19,1,ALBERT L ROMPZA,BURWOOD TAP,724 W WRIGHTWOOD AVE,CHICAGO,IL,60614,43,6,19,1470,Tavern,159,RENEW,03/27/2002,05/09/2002,05/13/2002,N,05/16/2002,11/15/2002,05/13/2002,06/14/2002,AAI,,,41.929205191,-87.647522487,"(41.92920519052382, -87.64752248718568)"
160-20150416,2380244,19,1,ALBERT L ROMPZA,BURWOOD TAP,724 W WRIGHTWOOD AVE,CHICAGO,IL,60614,43,6,19,1781,Tobacco Retail Over Counter,160,RENEW,,02/15/2015,04/05/2015,N,04/16/2015,04/15/2017,04/05/2015,04/10/2015,AAI,,,41.929205191,-87.647522487,"(41.92920519052382, -87.64752248718568)"
160-20070516,1804635,19,1,ALBERT L ROMPZA,BURWOOD TAP,724 W WRIGHTWOOD AVE,CHICAGO,IL,60614,43,6,19,1781,Tobacco Retail Over Counter,160,RENEW,,03/23/2007,05/02/2007,N,05/16/2007,04/15/2009,05/02/2007,05/09/2007,AAI,,,41.929205191,-87.647522487,"(41.92920519052382, -87.64752248718568)"
160-20060516,1682616,19,1,ALBERT L ROMPZA,BURWOOD TAP,724 W WRIGHTWOOD AVE,CHICAGO,IL,60614,43,6,19,1781,Tobacco Retail Over Counter,160,RENEW,,03/27/2006,05/07/2006,N,05/16/2006,05/15/2007,05/08/2006,05/09/2006,AAI,,,41.929205191,-87.647522487,"(41.92920519052382, -87.64752248718568)"
159-20150416,2380242,19,1,ALBERT L ROMPZA,BURWOOD TAP,724 W WRIGHTWOOD AVE,CHICAGO,IL,60614,43,6,19,1470,Tavern,159,RENEW,,02/15/2015,04/05/2015,N,04/16/2015,04/15/2017,04/05/2015,04/10/2015,AAI,,,41.929205191,-87.647522487,"(41.92920519052382, -87.64752248718568)"
159-20110416,2079999,19,1,ALBERT L ROMPZA,BURWOOD TAP,724 W WRIGHTWOOD AVE,CHICAGO,IL,60614,43,6,19,1470,Tavern,159,RENEW,,02/15/2011,04/14/2011,N,04/16/2011,04/15/2013,04/14/2011,04/15/2011,AAI,,,41.929205191,-87.647522487,"(41.92920519052382, -87.64752248718568)"
159-20130416,2235071,19,1,ALBERT L ROMPZA,BURWOOD TAP,724 W WRIGHTWOOD AVE,CHICAGO,IL,60614,43,6,19,1470,Tavern,159,RENEW,,02/27/2013,04/06/2013,N,04/16/2013,04/15/2015,04/06/2013,04/08/2013,AAI,,,41.929205191,-87.647522487,"(41.92920519052382, -87.64752248718568)"
158-20150416,2380243,19,1,ALBERT L ROMPZA,BURWOOD TAP,724 W WRIGHTWOOD AVE,CHICAGO,IL,60614,43,6,19,1006,Retail Food Establishment,158,RENEW,,02/15/2015,04/05/2015,N,04/16/2015,04/15/2017,04/05/2015,04/10/2015,AAI,,,41.929205191,-87.647522487,"(41.92920519052382, -87.64752248718568)"
160-20090416,1954948,19,1,ALBERT L ROMPZA,BURWOOD TAP,724 W WRIGHTWOOD AVE,CHICAGO,IL,60614,43,6,19,1781,Tobacco Retail Over Counter,160,RENEW,,02/17/2009,04/14/2009,N,04/16/2009,04/15/2011,04/14/2009,04/15/2009,AAI,,,41.929205191,-87.647522487,"(41.92920519052382, -87.64752248718568)"
158-20040516,1480079,19,1,ALBERT L ROMPZA,BURWOOD TAP,724 W WRIGHTWOOD AVE,CHICAGO,IL,60614,43,6,19,1006,Retail Food Establishment,158,RENEW,,03/17/2004,05/13/2004,N,05/16/2004,05/15/2005,05/13/2004,05/14/2004,AAI,,,41.929205191,-87.647522487,"(41.92920519052382, -87.64752248718568)"
159-20090416,1954946,19,1,ALBERT L ROMPZA,BURWOOD TAP,724 W WRIGHTWOOD AVE,CHICAGO,IL,60614,43,6,19,1470,Tavern,159,RENEW,,02/17/2009,04/14/2009,N,04/16/2009,04/15/2011,04/14/2009,04/15/2009,AAI,,,41.929205191,-87.647522487,"(41.92920519052382, -87.64752248718568)"
